alt
"Vue de la scène de haut. Hélène Juteau (actrice) est assise sur une chaise dans le fond de la scène. En avant scène, Anne-Marie Ouellet (actrice) est couché par terre et maintient une chaise en équilibre sur ses pieds."
"Hélène Juteau (actrice) est assise sur une chaise. Elle porte plusieurs foulards colorés et des manteaux épais: celui du dessus est un manteau de fourrure. Derrière, sur le mur, on peut voir une projection vidéo de Claudia Torres (actrice) jouant depuis son appartement."
"Andrée-Anne Giguère (actrice) chante dans son micro tout en regardant dans une caméra. Ce qu'on voit la caméra est montré dans une télévision. On voit aussi une structure de meuble empillé entre l'actrice et la télévision."
"Andrée-Anne Giguère (actrice) pousse une structure de meubles assemblés avec du papier collant rose. Derrière, sur un panneau sur la scène, une projection vidéo de Claudia Torres (actrice) jouant depuis son appartement."
"Andrée-Anne Giguère (actrice), Hélène Juteau (actrice) et Claudia Torres (actrice), projetée sur un panneau, se tiennent debout sur la scène. Andrée-Anne et Hélène se tiennent la tête."
"Andrée-Anne Giguère (actrice), Hélène Juteau (actrice) et Claudia Torres (actrice), projetée sur le mur du fond. Claudia montre des images anciennes de femmes. Assis sur une chaise, Hélène porte plusieurs foulards colorés et des manteaux épais: celui du dessus est un manteau de fourrure. Andrée-Anne, se déplace dans l'espace."
"Andrée-Anne Giguère (actrice), Hélène Juteau (actrice), Anne-Marie Ouellet (actrice) et Claudia Torres (actrice), projetée sur un panneau, discutent ensemble dans l'obscurité. Sur le mur derrière est projeté une vidéo surveillance capté lors d'une résidence de création."
"Andrée-Anne Giguère (actrice) est assise dans le fond de la scène sur une télévision. Hélène Juteau (actrice) est assise sur une chaise en avant de la scène. Anne-Marie Ouellet (actrice) est assise sur une chaise dans le fond de la scène. Sur le mur, une projection vidéo de Claudia Torres (actrice) jouant depuis son appartement. Elles attendent."
"Anne-Marie Ouellet (actrice) est couverte d'une cape et regarde. Hélène Juteau (actrice) parle en tirant des bas dans les airs tel des confettis. Andrée-Anne Giguère (actrice) parle fort dans un vieux téléphone rouge qu'elle tient à la main. Sur le mur, une projection vidéo de Claudia Torres (actrice) jouant depuis son appartement."
"Andrée-Anne Giguère (actrice) se tient debout à côté d'une structure de meubles assemblés avec du papier collant rose. Elle chante avec une petite boîte à musique. À sa gauche on peut voir une vielle télévision et des revues de mode jetées par terre."
