alt
"Photo d'archive du spectacle: Edouard Germain (poète/performeur) assit sur le sol appuyé sur un mur. Sur lui et le mur, une projection vidéo d'un pont levant de St-Nazaire."
"Photo d'archive du spectacle: Maria Juliana Vélez (danseuse/actrice) portant un casque de réalité virtuelle et parlant dans un micro. Sur le mur derrière, une projection vidéo."
"Photo d'archive du spectacle: Maria Juliana Vélez (danseuse/actrice) portant un casque de réalité virtuelle et parlant dans un micro. Dans les bras de deux hommes, Jean-Paul Quéinnec (performeur/artiste) et Pierre Tremblay-Thériault (performeur/artiste), elle tente de toucher le plafond du bout des doigts."
"Photo d'archive du spectacle: Vue au travers de la structure d'une tour en bois, Maria Juliana Vélez (danseuse/actrice) portant un casque de réalité virtuelle parle dans un micro. Edouard Germain (poète/performeur), Jean-Paul Quéinnec (performeur/artiste) et Pierre Tremblay-Thériault (performeur/artiste) l'accompagne."
"Photo d'archive du spectacle: Maria Juliana Vélez (danseuse/actrice) portant un casque de réalité virtuelle et parlant dans un micro. Dans les bras de deux hommes, Jean-Paul Quéinnec (performeur/artiste) et Edouard Germain (poète/performeur). Pierre Tremblay-Thériault (performeur/artiste) la filme avec un téléphone."
"Photo d'archive du spectacle: Maria Juliana Vélez (danseuse/actrice) portant un casque de réalité virtuelle parle dans un micro. Pierre Tremblay-Thériault (performeur/artiste) la filme avec un téléphone. Edouard Germain (poète/performeur), Jean-Paul Quéinnec (performeur/artiste) l'accompagne."
"Photo d'archive du spectacle: Maria Juliana Vélez (danseuse/actrice) portant un casque de réalité virtuelle et parlant dans un micro."
"Photo d'archive du spectacle: François Harvey (concepteur sonore) et Florian Solesse (assistant) assis derrière leur console."
"Photo d'archive du spectacle: Jean-Paul Quéinnec (performeur/artiste) parlant dans un micro. Il tient un amplficateur de guitare. Sur et derrière lui, une projection vidéo verte."
"Photo d'archive du spectacle: Jean-Paul Quéinnec (performeur/artiste) parlant dans un micro. Il tient un amplficateur de guitare. Sur et derrière lui, une projection vidéo verte."
"Photo d'archive du spectacle: Jean-Paul Quéinnec (performeur/artiste) parlant dans un micro. Il tient un amplficateur de guitare. Andrée-Anne Giguère (actrice/concepteur vidéo) filme Edouard Germain (poète/performeur) avec un téléphone. Edouard pointe du doigt Maria Juliana Vélez (danseuse/actrice). Sur eux derrière eux, une projection vidéo verte."
"Photo d'archive du spectacle: Jean-Paul Quéinnec (performeur/artiste), Andrée-Anne Giguère (actrice/concepteur vidéo) et Edouard Germain (poète/performeur) se bousculent. Jean-Paul récite un poème. Andrée-Anne filme Jean-Paul. Sur eux derrière eux, une projection vidéo verte."
"Photo d'archive du spectacle: Jean-Paul Quéinnec (performeur/artiste) parle dans un micro."
"Photo d'archive du spectacle: Jean-Paul Quéinnec (performeur/artiste), Andrée-Anne Giguère (actrice/concepteur vidéo), Maria Juliana Vélez (danseuse/actrice) et Edouard Germain (poète/performeur) se bousculent. Jean-Paul récite un poème. Andrée-Anne filme Jean-Paul. Sur eux derrière eux, une projection vidéo verte."
"Photo d'archive du spectacle: Jean-Paul Quéinnec (performeur/artiste), bousculé, parle dans un micro."
"Photo d'archive du spectacle: Jean-Paul Quéinnec (performeur/artiste), bousculé, parle dans un micro."
"Photo d'archive du spectacle: Jean-Paul Quéinnec (performeur/artiste), bousculé, parle dans un micro. Andrée-Anne Giguère (actrice/concepteur vidéo) filme Jean-Paul."
"Photo d'archive du spectacle: Photo rapprochée de plusieurs corps entremêlés."
"Photo d'archive du spectacle: Maria Juliana Vélez (danseuse/actrice) debout sur les dos de Jean-Paul Quéinnec (performeur/artiste) et Andrée-Anne Giguère (actrice/concepteur vidéo). Elle tient un micro pointé sur Jean-Paul et Andrée-Anne."
"Photo d'archive du spectacle: Maria Juliana Vélez (danseuse/actrice) frotte un micro sur sa hanche. Derrière elle, une projection vidéo rouge remplit de mots blancs."
