alt
"Photo d'archive de la résidence de création: Autoportrait de Jean-Paul Quéinnec (chercheur) devant un silo dans le port de St-Nazaire en France."
"Photo d'archive de la résidence de création: Portrait de Jocelyn Cottencin (concepteur vidéo et sonore) devant la cheminé d'un bunker. Dans l'ouverture de la cheminé un homme habillé de blanc cache sa tête."
"Photo d'archive de la résidence de création: Edouard Germain (performeur et poète) et Christophe Havard (concepteur sonore) performe sur la promenade du port de St-Nazaire. Christophe fait semblant de jouer du violon."
"Photo d'archive de la résidence de création: Edouard Germain (performeur et poète) et Christophe Havard (concepteur sonore) performe sur la promenade du port de St-Nazaire. Christophe fait semblant de jouer du violon."
"Photo d'archive de la résidence de création: Portrait de Gilles Amalvi (poète). La photo est prise depuis l'intérieur d'un gigantesque tuyaux industriel en acier."
"Photo d'archive de la résidence de création: Paysage industriel du port de St-Nazaire. Derrière une haute clôture, on peut voir des boués en métal, des montagnes de chaines et des bâtiments industrielles."
"Photo d'archive de la résidence de création: Jocelyn Cottencin (concepteur vidéo et sonore) en train d'enregister l'environnement sonore qui l'entoure. Il regarde au loin, de l'autre côté d'une baie, des bâtiments industrielles."
"Photo d'archive de la résidence de création: Paysage industriel du port de St-Nazaire. En premier-plan on observe un petit mur de béton sur lequel est déposé une roche. Derrière, un peu plus loin, un silo industriel dont certaines parties sont rouges."
"Photo d'archive de la résidence de création: Paysage industriel du port de St-Nazaire. Sur la promenade du port de St-Nazaire, lorsque l'observateur est positionné au bon endroit, ce dernier peut voir une peinture formé de triangles rouges. L'entiereté de la peinture rouge est appliqué sur les bâtiments industrielles qui forment le paysage au loin de la promenade."
"Photo d'archive de la résidence de création: Paysage industriel du port de St-Nazaire. Sur la promenade du port de St-Nazaire, lorsque l'observateur est positionné au bon endroit, ce dernier peut voir une peinture formé de triangles rouges. L'entiereté de la peinture rouge est appliqué sur les bâtiments industrielles qui forment le paysage au loin de la promenade."
"Photo d'archive de performance: Christophe Havard (concepteur sonore), Jean-Paul Quéinnec (chercheur), Matthieu Doze (acteur et performeur), Edouard Germain (performeur et poète), Karine Ledoyen (danseuse), François Harvey (concepteur sonore) et Emmanuelle Huynh (danseuse) soulève Jocelyn Cottencin (concepteur vidéo et sonore) dans les airs."
"Photo d'archive de performance: Christophe Havard (concepteur sonore), Jean-Paul Quéinnec (chercheur), Matthieu Doze (acteur et performeur), Edouard Germain (performeur et poète), Karine Ledoyen (danseuse), François Harvey (concepteur sonore) et Jocelyn Cottencin (concepteur vidéo et sonore) soulève Emmanuelle Huynh (danseuse) dans les airs."
"Photo d'archive de la résidence de création: Edouard Germain (performeur et poète), Karine Ledoyen (danseuse), François Harvey (concepteur sonore), Emmanuelle Huynh (danseuse) et Pierre Tremblay-Thériault (concepteur numérique et artiste) regarde le paysage industriel du port de St-Nazaire depuis le haut de la galerie de leur résidence."
"Photo d'archive de la résidence de création: Paysage industriel du port de St-Nazaire depuis le haut de la galerie de leur résidence."
"Photo d'archive de la résidence de création: Paysage industriel du port de St-Nazaire depuis le haut de la galerie de leur résidence."
"Photo d'archive de la résidence de création: Paysage industriel du port de St-Nazaire, plus précisément une vue du pont levant, depuis le haut de la galerie de leur résidence."
"Photo d'archive de la résidence de création: Paysage industriel du port de St-Nazaire, plus précisément une vue de l'arrière du pont levant, depuis le sol. Sur le pont levant est écrit ""Vaguer la nuit dans des lumières narratives"""
"Photo d'archive de la résidence de création: Paysage industriel du port de St-Nazaire, plus précisément une vue d'un bâteau attendant son tour dans une écluse."
"Photo d'archive de la résidence de création: Paysage industriel du port de St-Nazaire, plus précisément une vue d'un pont traversant la rivière."
"Photo d'archive de la résidence de création: Paysage industriel du port de St-Nazaire, plus précisément une vue d'un pont traversant la rivière."
"Photo d'archive de la résidence de création: Paysage industriel du port de St-Nazaire, plus précisément une vue d'un chantier naval fabricant un bâteau de croisière."
"Photo d'archive de la résidence de création: Paysage industriel du port de St-Nazaire, plus précisément une vue d'une gigantesque grue de chantier naval."
"Photo d'archive de la résidence de création: Paysage industriel du port de St-Nazaire, plus précisément une vue d'une gigantesque grue de chantier naval depuis une plage."
"Photo d'archive de la résidence de création: Paysage industriel du port de St-Nazaire, plus précisément une vue d'une gigantesque grue de chantier naval depuis une plage."
"Photo d'archive de la résidence de création: Paysage industriel du port de St-Nazaire, plus précisément une vue du dessous d'un viaduc depuis une plage."
"Photo d'archive de la résidence de création: Paysage industriel du port de St-Nazaire, plus précisément une vue du dessous d'un viaduc depuis une plage."
"Photo d'archive de la résidence de création: Couloir extérieur d'un bunker datant de la deuxième guerre mondiale."
"Photo d'archive de la résidence de création: Couloir extérieur d'un bunker datant de la deuxième guerre mondiale."
"Photo d'archive de la résidence de création: Arbre ayant été planté et poussant dans les couloirs d'un bunker datant de la deuxième guerre mondiale."
"Photo d'archive de la résidence de création: Sur la promenade d'un bunker dans le port de St-Nazaire, Matthieu Doze (acteur et performeur) est penché au dessus d'une clotûre jaune. Au loin, on peut voir la mer."
"Photo d'archive de la résidence de création: Matthieu Doze (acteur et performeur), Jean-Paul Quéinnec (chercheur) et Edouard Germain (performeur et poète) performe sur la promenande d'un bunker. Jean-Paul, un micro à la main, soutenu par Édouard tente d'escalader Mathieu."
