alt
"Photo de l'événement: Sur le mur de grosse brique grise dans le fond de l'espace, on voit la projection du jeu. En premier plan, deux enfants jouent au jeu vidéo. Ils sont vus de dos et regardent la projection du jeu."
"Photo de l'événement: Sur le mur de grosse brique grise dans le fond de l'espace, on voit la projection du jeu. Martin Lavertu (artiste) et un enfant jouent au jeu vidéo. Ils sont vus de dos et regardent la projection du jeu. D'autres spectateurs sont autour des joueurs."
"Photo de l'événement: Martin Lavertu (artiste) et un enfant jouent au jeu vidéo. Ils sont vus de face et regardent la projection du jeu."
"Photo de l'événement: Sur le mur de grosse brique grise dans le fond de l'espace, on voit la projection du jeu. En premier plan, deux enfants jouent au jeu vidéo. Ils sont vus de dos et regardent la projection du jeu."
