alt
"Photo d'archive du spectacle: Projection abstraite mauve sur le mur. Des silouhettes sont vus sur la scène au loin. La photo est prise depuis les gradins."
"Photo d'archive du spectacle: Une grande toile de plastique semi transparente est tendu verticalement sur la scène et occupe presque l'entièreté du cadre de la photo. Sur la toile on peut voir des lignes, flèches et pointillés de peintures appliquées par une actrice derrière la toile. D'autres silouettes peuvent être aperçues derrière la toile."
"Photo d'archive du spectacle: Trois sculptures composées de cage à poule, tiges de bois, poubelles en métal, différent textiles et autres matériaux. Yanik Potvin (sculpteur) travail sur ces sculptures. Pierre Tremblay-Thériault (concepteur numérique et artiste) manipule un projecteur vidéo et place une image sur le mur à l'arrière des sculptures."
"Photo d'archive du spectacle: Les performeurs, Fabienne Augié (actrice), Chantale Boulianne (scénographe), Éric Chalifour (acteur), Andrée-Anne Giguère (actrice et conception vidéo), Elaine Juteau (actrice), Anne-Marie Ouellet (actrice), Yanik Potvin (sculpteur), Guillaume Thibert (concepteur sonore) et Pierre Tremblay-Thériault (concepteur numérique et artiste), se tiennent debout sur la scène et regarde le public."
"Photo d'archive du spectacle: En première plan, Guillaume Thibert (concepteur sonore) parle en direction du public. Derrière, une grande toile de plastique semi transparente est mollement tendu verticalement sur la scène. Derrière la toile, d'autres performeurs se déplacent. Yanik Potvin (sculpteur) travail sur des sculptures."
"Photo d'archive du spectacle: Éric Chalifour (acteur) manipule une foule d'objets divers sur le sol en face de la scène. Pierre Tremblay-Thériault (concepteur numérique et artiste) manipule un projecteur vidéo et place une image sur le sol, sur les objets divers sur le sol."
"Photo d'archive du spectacle: Une lumière rouge remplit la scène. Anne-Marie Ouellet (actrice) se tien près d'un poteau de métal et parle. Des cordes tendues sont attachées sur l'extrémité poteau. Au bout de chaque corde, un acteur tire et tien en équilibre le poteau. Les cordes et le poteau suggère un chapiteau."
"Photo d'archive du spectacle: Éric Chalifour (acteur) manipule un petit balais rouge et une canne en métal vide au travers d'une foule d'objets divers sur le sol en face de la scène."
"Photo d'archive du spectacle: Éric Chalifour (acteur) manipule un petit sac jaune et un soulier à talon haut mauve au travers d'une foule d'objets divers sur le sol en face de la scène."
"Photo d'archive du spectacle: Fabienne Augié (actrice) peinture des lignes et des 'x' sur deux gigantesques toiles de plastique semi transparente étendues au sol."
"Photo d'archive du spectacle: Fabienne Augié (actrice), Éric Chalifour (acteur), Elaine Juteau (actrice), Yanik Potvin (sculpteur) et Guillaume Thibert (concepteur sonore) soulèvent Anne-Marie Ouellet (actrice) dans les airs. Pierre Tremblay-Thériault (concepteur numérique et artiste) et Andrée-Anne Giguère (actrice et conception vidéo) sont à l'écart et regarde Anne-Marie."
"Photo d'archive du spectacle: Anne-Marie Ouellet (actrice) se tien debout sur le dos de Yanik Potvin (sculpteur). Elle est soutenue par Fabienne Augié (actrice) et Pierre Tremblay-Thériault (concepteur numérique et artiste)."
"Photo d'archive du spectacle: La scène est remplie de poussière. Chantale Boulianne (scénographe) roule une toile semi transparente. Le rouleau est remplit d'objets divers. Sur le côté de la scène, Pierre Tremblay-Thériault (concepteur numérique et artiste) et Éric Chalifour (acteur) se tiennent debout et attendent. Dans le fond, Yanik Potvin (sculpteur) manipule la matière de ses sculptures."
"Photo d'archive du spectacle: Caché derrière des sculptures composées de cage à poule, tiges de bois, poubelles en métal, différent textiles et autres matériaux, Elaine Juteau (actrice) regarde d'autres performeurs sur la scène."
